,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
40929,West Indies,India,Barbados,58,65,10,6.327272727272727,32.0,169
10599,England,Pakistan,Dubai,79,53,9,7.074626865671642,40.0,148
19700,New Zealand,India,Johannesburg,48,83,9,7.783783783783784,39.0,190
23363,Pakistan,Australia,Colombo,148,1,4,7.46218487394958,40.0,149
22106,New Zealand,Sri Lanka,Mount Maunganui,134,25,8,8.463157894736842,33.0,182
30931,South Africa,England,Chittagong,122,27,7,7.870967741935484,32.0,196
23101,Pakistan,Australia,Birmingham,45,81,9,6.923076923076923,39.0,167
11621,England,South Africa,Johannesburg,59,81,8,9.076923076923077,54.0,202
1578,Australia,England,Southampton,133,9,4,7.1891891891891895,42.0,157
28758,Pakistan,West Indies,Karachi,150,21,6,9.090909090909092,44.0,203
19516,New Zealand,India,Auckland,109,24,6,6.8125,33.0,132
20867,New Zealand,Pakistan,Wellington,96,51,7,8.347826086956522,35.0,196
10430,England,Pakistan,Bristol,119,12,4,6.611111111111111,31.0,144
18293,New Zealand,England,Christchurch,61,67,8,6.90566037735849,47.0,153
28751,Pakistan,West Indies,Karachi,144,25,7,9.094736842105265,43.0,203
3924,Australia,South Africa,Adelaide,130,10,5,7.090909090909091,35.0,144
12845,India,Australia,Colombo,56,77,9,7.813953488372093,40.0,140
37645,Sri Lanka,Pakistan,Lahore,136,22,7,8.326530612244898,44.0,165
21333,New Zealand,South Africa,Hamilton,94,51,9,8.173913043478262,44.0,173
42335,West Indies,Pakistan,Karachi,29,85,9,4.971428571428572,29.0,153
41639,West Indies,New Zealand,Auckland,99,15,5,5.6571428571428575,28.0,126
25876,Pakistan,India,Mirpur,58,45,3,4.64,18.0,83
29314,South Africa,Australia,Cape Town,54,69,8,6.352941176470588,43.0,146
2881,Australia,India,Sydney,177,6,5,9.31578947368421,49.0,194
21211,New Zealand,South Africa,Durban,121,29,6,7.978021978021978,44.0,153
20201,New Zealand,Pakistan,Chandigarh,76,66,8,8.444444444444445,41.0,180
559,Afghanistan,West Indies,Lucknow,143,1,3,7.210084033613445,43.0,147
29561,South Africa,Australia,Centurion,83,41,7,6.30379746835443,24.0,156
36553,Sri Lanka,New Zealand,Chittagong,81,32,5,5.5227272727272725,26.0,119
10333,England,Pakistan,Abu Dhabi,109,14,5,6.169811320754717,34.0,129
28505,Pakistan,Sri Lanka,Lahore,147,12,8,8.166666666666666,47.0,180
30236,South Africa,Bangladesh,Mirpur,55,70,8,6.6,30.0,148
36443,Sri Lanka,New Zealand,Auckland,88,27,2,5.67741935483871,29.0,115
27747,Pakistan,South Africa,Centurion,147,6,1,7.736842105263157,31.0,168
28220,Pakistan,Sri Lanka,Colombo,164,7,5,8.70796460176991,44.0,172
22975,New Zealand,West Indies,Mount Maunganui,237,2,8,12.05084745762712,71.0,238
13045,India,Australia,Melbourne,34,78,5,4.857142857142857,20.0,74
37596,Sri Lanka,Pakistan,Lahore,113,37,9,8.168674698795181,33.0,165
7739,Bangladesh,West Indies,Lauderhill,80,71,8,9.79591836734694,39.0,184
6961,Bangladesh,Pakistan,Pallekele,97,57,8,9.238095238095235,36.0,175
17542,New Zealand,Australia,Christchurch,145,28,5,9.456521739130435,64.0,214
37880,Sri Lanka,Pakistan,London,133,16,5,7.673076923076923,34.0,150
15331,India,Pakistan,Durban,87,38,5,6.365853658536586,42.0,141
34843,Sri Lanka,Bangladesh,Colombo,190,10,6,10.363636363636363,49.0,214
377,Afghanistan,West Indies,Lucknow,48,87,8,8.727272727272727,38.0,147
36217,Sri Lanka,India,Nagpur,31,90,10,6.2,31.0,215
11095,England,South Africa,Barbados,66,83,9,10.702702702702704,53.0,168
33230,South Africa,Sri Lanka,Hambantota,138,13,8,7.738317757009346,38.0,163
1192,Australia,England,Hobart,157,29,7,10.351648351648352,51.0,213
19774,New Zealand,India,Johannesburg,168,11,4,9.247706422018348,70.0,190
3095,Australia,New Zealand,Sydney,139,4,3,7.189655172413793,42.0,150
27008,Pakistan,New Zealand,Mount Maunganui,51,78,9,7.285714285714286,36.0,181
36707,Sri Lanka,Pakistan,Abu Dhabi,64,83,8,10.37837837837838,46.0,141
6584,Bangladesh,New Zealand,Napier,77,40,5,5.775,19.0,141
32908,South Africa,Sri Lanka,Colombo,24,82,7,3.789473684210526,17.0,115
4482,Australia,South Africa,Johannesburg,112,11,3,6.165137614678899,29.0,147
40775,West Indies,England,Nottingham,96,32,7,6.545454545454546,40.0,172
13120,India,Australia,Melbourne,54,41,4,4.10126582278481,15.0,74
16909,India,West Indies,Lucknow,56,78,10,8.0,47.0,195
26443,Pakistan,New Zealand,Christchurch,75,79,10,10.975609756097562,66.0,183
644,Afghanistan,West Indies,Nagpur,105,9,3,5.675675675675675,39.0,123
7657,Bangladesh,West Indies,Dhaka,135,34,6,9.418604651162791,46.0,211
15200,India,Pakistan,Bangalore,58,72,10,7.25,41.0,133
29691,South Africa,Australia,Colombo,72,49,6,6.084507042253521,31.0,146
28657,Pakistan,West Indies,Karachi,70,70,9,8.4,50.0,205
33419,South Africa,Sri Lanka,Johannesburg,172,13,8,9.644859813084112,64.0,198
15145,India,New Zealand,Wellington,123,17,4,7.165048543689321,37.0,149
13691,India,Bangladesh,Nagpur,71,60,8,7.1,37.0,174
16267,India,Sri Lanka,Mirpur,66,52,8,5.823529411764706,34.0,130
39432,West Indies,Australia,St Lucia,52,74,8,6.782608695652174,29.0,105
32387,South Africa,Pakistan,Colombo,28,83,7,4.54054054054054,25.0,133
11223,England,South Africa,Birmingham,117,55,5,10.8,67.0,118
10942,England,Pakistan,Manchester,56,80,9,8.4,49.0,135
22215,New Zealand,Sri Lanka,Pallekele,55,65,7,6.0,33.0,142
42272,West Indies,Pakistan,Dubai,48,53,3,4.298507462686567,22.0,115
2301,Australia,India,Mumbai,115,33,7,7.931034482758621,38.0,166
2638,Australia,India,Sydney,94,52,8,8.294117647058824,39.0,186
38150,Sri Lanka,South Africa,Chittagong,93,48,7,7.75,30.0,165
6116,Bangladesh,India,Colombo,94,37,6,6.795180722891566,27.0,139
14058,India,England,Colombo,58,77,9,8.093023255813954,39.0,170
10795,England,Pakistan,Dubai,152,6,6,8.0,57.0,160
18791,New Zealand,England,Manchester,72,43,5,5.6103896103896105,26.0,123
1951,Australia,India,Brisbane,152,24,7,9.5,63.0,158
42142,West Indies,Pakistan,Barbados,32,86,9,5.647058823529412,31.0,111
31601,South Africa,India,Nottingham,86,39,8,6.37037037037037,27.0,130
30719,South Africa,England,Centurion,89,67,8,10.075471698113208,37.0,222
9000,England,Australia,Southampton,68,72,8,8.5,44.0,179
27862,Pakistan,South Africa,Nottingham,46,86,8,8.117647058823529,42.0,149
10105,England,New Zealand,Manchester,100,51,7,8.695652173913043,35.0,191
18690,New Zealand,England,London,115,50,9,9.857142857142858,52.0,201
6403,Bangladesh,India,Rajkot,97,47,7,7.972602739726027,36.0,153
1034,Australia,England,Barbados,24,88,7,4.5,20.0,147
12964,India,Australia,Durban,82,51,8,7.130434782608695,45.0,188
42483,West Indies,Pakistan,Mirpur,84,32,5,5.727272727272728,23.0,166
27522,Pakistan,South Africa,Cape Town,103,39,8,7.62962962962963,54.0,176
35356,Sri Lanka,England,Southampton,50,89,10,9.67741935483871,45.0,163
27185,Pakistan,New Zealand,Wellington,21,91,7,4.344827586206897,21.0,105
25364,Pakistan,England,Dubai,109,24,5,6.8125,36.0,144
20616,New Zealand,Pakistan,Hamilton,102,35,7,7.2,28.0,185
25181,Pakistan,England,Cardiff,97,23,6,6.0,30.0,126
21360,New Zealand,South Africa,Hamilton,117,26,7,7.468085106382978,29.0,173
39119,West Indies,Australia,Brisbane,42,85,9,7.2,38.0,191
19052,New Zealand,England,Wellington,57,83,9,9.243243243243244,47.0,176
7313,Bangladesh,Sri Lanka,Colombo,124,41,7,9.417721518987342,43.0,176
3968,Australia,South Africa,Brisbane,88,61,9,8.94915254237288,45.0,209
23031,Pakistan,Australia,Abu Dhabi,102,42,9,7.846153846153846,46.0,155
14944,India,New Zealand,Mount Maunganui,101,46,8,8.18918918918919,43.0,163
37700,Sri Lanka,Pakistan,Lahore,161,5,5,8.4,44.0,165
22033,New Zealand,Sri Lanka,Lauderhill,113,6,4,5.947368421052632,34.0,120
29208,South Africa,Australia,Brisbane,63,56,7,5.90625,28.0,157
40578,West Indies,England,London,147,33,6,10.137931034482758,50.0,208
8718,England,Australia,Hobart,127,25,3,8.021052631578947,23.0,155
27932,Pakistan,South Africa,Nottingham,132,18,6,7.764705882352941,37.0,149
7000,Bangladesh,Pakistan,Pallekele,141,19,6,8.376237623762377,35.0,175
1972,Australia,India,Chandigarh,64,78,9,9.142857142857142,39.0,160
23227,Pakistan,Australia,Birmingham,130,20,4,7.8,43.0,162
40054,West Indies,Bangladesh,Mirpur,116,30,8,7.733333333333333,42.0,171
37756,Sri Lanka,Pakistan,London,75,76,10,10.227272727272728,45.0,150
36890,Sri Lanka,Pakistan,Abu Dhabi,106,23,9,6.556701030927835,36.0,124
35178,Sri Lanka,England,London,68,71,8,8.326530612244898,44.0,183
38117,Sri Lanka,South Africa,Chittagong,56,79,8,8.195121951219512,36.0,165
24771,Pakistan,Bangladesh,Mirpur,119,19,7,7.069306930693069,43.0,141
29066,South Africa,Afghanistan,Barbados,126,13,5,7.065420560747664,39.0,139
23529,Pakistan,Australia,Dubai,81,53,9,7.253731343283582,35.0,147
24758,Pakistan,Bangladesh,Mirpur,148,22,7,9.06122448979592,63.0,190
8054,Bangladesh,West Indies,St Kitts,131,13,3,7.345794392523365,23.0,143
13629,India,Bangladesh,Mirpur,98,29,6,6.461538461538462,46.0,166
41436,West Indies,India,Mirpur,67,38,8,4.902439024390244,25.0,129
4743,Australia,Sri Lanka,Adelaide,179,29,9,11.802197802197805,61.0,233
10462,England,Pakistan,Dubai,38,87,8,6.909090909090909,31.0,150
38790,Sri Lanka,West Indies,Pallekele,80,70,10,9.6,39.0,215
30657,South Africa,England,Cape Town,169,3,5,8.666666666666666,46.0,179
9236,England,India,Birmingham,57,74,8,7.434782608695652,31.0,180
13680,India,Bangladesh,Nagpur,54,71,8,6.612244897959184,33.0,174
30480,South Africa,England,Cape Town,66,59,7,6.491803278688525,30.0,191
17102,India,West Indies,Mumbai,144,39,8,10.666666666666666,38.0,240
3471,Australia,Pakistan,Dubai,167,1,3,8.420168067226891,26.0,168
5420,Australia,West Indies,Hobart,58,84,10,9.666666666666666,57.0,179
14397,India,England,Manchester,129,29,5,8.505494505494505,48.0,165
36738,Sri Lanka,Pakistan,Abu Dhabi,50,72,8,6.25,25.0,102
6211,Bangladesh,India,Mirpur,33,86,8,5.823529411764706,32.0,120
5671,Australia,West Indies,Mirpur,129,29,5,8.505494505494505,36.0,178
19495,New Zealand,India,Auckland,137,31,7,9.235955056179776,52.0,203
4112,Australia,South Africa,Cape Town,161,17,6,9.37864077669903,38.0,193
24773,Pakistan,Bangladesh,Mirpur,115,18,4,6.764705882352941,28.0,135
16165,India,Sri Lanka,Colombo,76,62,8,7.862068965517241,46.0,174
17961,New Zealand,Bangladesh,Mount Maunganui,41,86,8,7.235294117647059,32.0,194
42437,West Indies,Pakistan,Mirpur,45,76,8,6.136363636363637,35.0,166
21763,New Zealand,Sri Lanka,Colombo,168,4,7,8.689655172413794,47.0,170
30981,South Africa,England,Manchester,66,72,5,8.25,34.0,77
21836,New Zealand,Sri Lanka,Johannesburg,118,30,5,7.866666666666666,37.0,164
14358,India,England,Manchester,70,67,9,7.924528301886792,36.0,165
11967,England,Sri Lanka,Bristol,128,12,4,7.111111111111111,27.0,136
26776,Pakistan,New Zealand,Dubai,154,9,8,8.324324324324325,62.0,166
12954,India,Australia,Durban,54,61,8,5.491525423728813,32.0,188
14907,India,New Zealand,Mount Maunganui,53,83,9,8.594594594594595,45.0,163
33581,South Africa,West Indies,Durban,99,54,10,9.0,36.0,195
24884,Pakistan,Bangladesh,St Lucia,87,58,10,8.419354838709678,45.0,172
26304,Pakistan,New Zealand,Auckland,112,29,6,7.384615384615385,34.0,171
4270,Australia,South Africa,Johannesburg,31,77,8,4.325581395348837,26.0,147
7241,Bangladesh,Sri Lanka,Colombo,77,76,9,10.5,55.0,176
11022,England,Pakistan,Manchester,93,41,6,7.063291139240507,30.0,135
38590,Sri Lanka,West Indies,Mirpur,49,79,7,7.170731707317073,32.0,160
38265,Sri Lanka,South Africa,Delhi,96,29,3,6.329670329670329,18.0,120
20989,New Zealand,South Africa,Centurion,138,27,6,8.903225806451612,45.0,177
23246,Pakistan,Australia,Birmingham,152,11,4,8.36697247706422,44.0,167
35943,Sri Lanka,India,Colombo,123,26,4,7.851063829787234,27.0,170
4843,Australia,Sri Lanka,Barbados,67,55,6,6.184615384615385,35.0,168
8117,England,Afghanistan,Colombo,77,56,8,7.21875,33.0,196
15908,India,South Africa,Durban,151,13,5,8.467289719626168,42.0,168
28584,Pakistan,West Indies,Dubai,111,28,7,7.239130434782608,32.0,160
40243,West Indies,England,Chester-le-Street,65,88,10,12.1875,60.0,176
16318,India,Sri Lanka,Mirpur,126,2,7,6.406779661016949,31.0,130
35208,Sri Lanka,England,London,99,42,6,7.615384615384615,31.0,183
23637,Pakistan,Australia,Dubai,71,26,3,4.531914893617022,24.0,96
9322,England,India,Bristol,76,80,10,11.4,58.0,198
30398,South Africa,England,Cape Town,56,85,9,9.6,50.0,179
33416,South Africa,Sri Lanka,Johannesburg,107,15,2,6.114285714285714,32.0,113
14104,India,England,Colombo,112,32,8,7.636363636363637,35.0,170
27574,Pakistan,South Africa,Centurion,47,88,9,8.8125,46.0,168
39081,West Indies,Australia,Barbados,136,34,5,9.488372093023257,26.0,160
31614,South Africa,India,Nottingham,99,26,7,6.319148936170213,28.0,130
17116,India,West Indies,Mumbai,126,32,9,8.590909090909092,45.0,192
34268,Sri Lanka,Australia,Melbourne,57,59,7,5.60655737704918,24.0,161
16602,India,Sri Lanka,St Lucia,35,90,9,7.0,35.0,163
9652,England,India,Pune,106,36,6,7.571428571428571,25.0,157
18101,New Zealand,Bangladesh,Mount Maunganui,172,17,5,10.019417475728156,59.0,195
15778,India,South Africa,Durban,38,76,7,5.181818181818182,23.0,153
39273,West Indies,Australia,Colombo,75,59,8,7.377049180327869,42.0,205
28802,Pakistan,West Indies,Karachi,205,0,7,10.25,60.0,205
14771,India,New Zealand,Delhi,131,34,10,9.13953488372093,55.0,202
32169,South Africa,New Zealand,London,94,24,5,5.875,31.0,128
40893,West Indies,England,Pallekele,158,9,5,8.54054054054054,40.0,179
20543,New Zealand,Pakistan,Dubai,137,4,2,7.086206896551724,46.0,144
25958,Pakistan,New Zealand,Abu Dhabi,24,88,8,4.5,20.0,148
21518,New Zealand,Sri Lanka,Auckland,55,60,5,5.5,25.0,179
29818,South Africa,Australia,Johannesburg,75,63,9,7.894736842105263,36.0,201
19118,New Zealand,England,Wellington,62,61,8,6.305084745762712,43.0,139
26686,Pakistan,New Zealand,Dubai,108,39,6,8.0,44.0,161
14065,India,England,Colombo,67,71,9,8.204081632653061,34.0,170
8984,England,Australia,Southampton,42,77,9,5.8604651162790695,35.0,145
41177,West Indies,India,Lauderhill,44,63,5,4.631578947368421,16.0,95
5390,Australia,West Indies,Barbados,65,77,9,9.069767441860463,39.0,97
34127,Sri Lanka,Australia,Colombo,58,67,6,6.566037735849057,32.0,128
21923,New Zealand,Sri Lanka,Lauderhill,44,64,5,4.714285714285714,33.0,81
14230,India,England,Durban,177,11,7,9.743119266055048,55.0,218
33010,South Africa,Sri Lanka,Colombo,89,31,2,6.0,20.0,98
17830,New Zealand,Bangladesh,Kolkata,105,24,6,6.5625,39.0,145
33751,South Africa,West Indies,London,69,77,9,9.627906976744184,59.0,183
34695,Sri Lanka,Bangladesh,Colombo,35,82,6,5.526315789473684,29.0,159
39034,West Indies,Australia,Barbados,76,77,9,10.604651162790695,45.0,160
8312,England,Australia,Birmingham,129,53,8,11.552238805970148,56.0,221
4979,Australia,Sri Lanka,Melbourne,144,14,7,8.150943396226415,51.0,168
15040,India,New Zealand,Wellington,61,69,7,7.176470588235294,32.0,149
3306,Australia,Pakistan,Dubai,112,55,9,10.33846153846154,70.0,168
33471,South Africa,West Indies,Cape Town,64,67,8,7.245283018867925,38.0,165
29681,South Africa,Australia,Colombo,64,59,6,6.295081967213115,32.0,146
40988,West Indies,India,Barbados,160,7,7,8.495575221238939,55.0,169
41149,West Indies,India,Lauderhill,61,73,8,7.787234042553192,37.0,143
31212,South Africa,India,Chandigarh,88,52,8,7.764705882352941,47.0,149
15593,India,South Africa,Centurion,84,61,7,8.542372881355933,39.0,188
1857,Australia,India,Barbados,166,22,8,10.16326530612245,53.0,184
16927,India,West Indies,Lucknow,82,61,10,8.338983050847459,44.0,195
3516,Australia,Pakistan,Harare,109,48,8,9.083333333333334,41.0,183
13990,India,England,Cardiff,78,48,7,6.5,42.0,148
38853,Sri Lanka,West Indies,Pallekele,192,9,7,10.37837837837838,66.0,215
12985,India,Australia,Durban,127,31,7,8.561797752808989,67.0,188
43033,West Indies,Sri Lanka,Colombo,87,29,7,5.736263736263736,54.0,137
29300,South Africa,Australia,Cape Town,41,76,8,5.590909090909091,33.0,146
37850,Sri Lanka,Pakistan,London,120,30,7,8.0,33.0,150
36776,Sri Lanka,Pakistan,Abu Dhabi,58,60,7,5.8,24.0,102
41366,West Indies,India,Lauderhill,143,3,1,7.333333333333333,34.0,143
41508,West Indies,New Zealand,Auckland,25,81,9,3.8461538461538463,17.0,126
22366,New Zealand,Sri Lanka,Pallekele,166,5,4,8.660869565217391,43.0,174
5465,Australia,West Indies,Hobart,111,40,6,8.325,25.0,179
13550,India,Bangladesh,Delhi,115,15,5,6.571428571428571,34.0,148
9600,England,India,Pune,41,88,9,7.6875,40.0,157
10040,England,New Zealand,Hamilton,133,24,6,8.3125,27.0,194
2017,Australia,India,Chandigarh,104,36,6,7.428571428571429,29.0,160
11229,England,South Africa,Cape Town,46,87,9,8.363636363636363,39.0,134
33469,South Africa,West Indies,Cape Town,57,69,8,6.705882352941177,33.0,165
5738,Bangladesh,Australia,Bangalore,64,61,7,6.508474576271187,39.0,156
4111,Australia,South Africa,Cape Town,155,18,6,9.117647058823527,33.0,193
24417,Pakistan,Bangladesh,Kolkata,99,53,9,8.865671641791044,43.0,201
16463,India,Sri Lanka,Pune,49,71,7,6.0,31.0,101
35257,Sri Lanka,England,Pallekele,43,86,9,7.588235294117647,39.0,169
27226,Pakistan,New Zealand,Wellington,46,51,4,4.0,15.0,105
332,Afghanistan,Sri Lanka,Kolkata,88,32,6,6.0,41.0,153
18238,New Zealand,England,Auckland,88,84,9,14.666666666666666,71.0,146
16708,India,West Indies,Lauderhill,47,86,10,8.294117647058824,40.0,167
28438,Pakistan,Sri Lanka,Lahore,52,78,10,7.428571428571429,39.0,180
4315,Australia,South Africa,Johannesburg,95,64,8,10.178571428571429,33.0,196
17953,New Zealand,Bangladesh,Mount Maunganui,42,90,8,8.4,42.0,195
14706,India,New Zealand,Christchurch,152,5,3,7.930434782608696,43.0,162
2595,Australia,India,Sydney,91,60,8,9.1,36.0,194
17619,New Zealand,Australia,Sydney,59,48,6,4.916666666666667,25.0,117
30807,South Africa,England,Centurion,203,25,7,12.821052631578947,65.0,241
41598,West Indies,New Zealand,Auckland,146,37,4,10.55421686746988,55.0,180
3958,Australia,South Africa,Brisbane,64,71,9,7.836734693877551,34.0,209
3210,Australia,Pakistan,Dubai,31,87,8,5.636363636363637,23.0,89
6699,Bangladesh,Pakistan,Cape Town,115,33,5,7.931034482758621,36.0,140
31127,South Africa,England,Southampton,75,46,7,6.081081081081081,28.0,142
38950,West Indies,Afghanistan,Lucknow,151,4,5,7.810344827586207,33.0,164
5609,Australia,West Indies,Mirpur,41,90,8,8.2,41.0,178
19521,New Zealand,India,Auckland,131,23,5,8.103092783505154,35.0,158
26500,Pakistan,New Zealand,Christchurch,131,24,6,8.1875,38.0,183
1822,Australia,India,Barbados,104,56,10,9.75,52.0,184
21921,New Zealand,Sri Lanka,Lauderhill,40,65,5,4.363636363636363,31.0,81
23746,Pakistan,Australia,Harare,42,91,9,8.689655172413794,38.0,194
36992,Sri Lanka,Pakistan,Colombo,60,70,8,7.2,33.0,172
9555,England,India,Manchester,108,37,5,7.807228915662651,36.0,159
28294,Pakistan,Sri Lanka,Hambantota,80,33,6,5.517241379310345,43.0,122
2788,Australia,India,Sydney,149,24,7,9.3125,51.0,197
390,Afghanistan,West Indies,Lucknow,55,80,8,8.25,36.0,147
40298,West Indies,England,Chester-le-Street,128,36,5,9.142857142857142,28.0,176
7700,Bangladesh,West Indies,Lauderhill,27,90,8,5.4,27.0,171
41738,West Indies,New Zealand,Lauderhill,85,53,9,7.611940298507463,42.0,177
18779,New Zealand,England,Manchester,67,55,6,6.184615384615385,34.0,123
29841,South Africa,Australia,Johannesburg,93,52,9,8.205882352941176,38.0,201
17494,New Zealand,Australia,Christchurch,62,75,8,8.266666666666667,38.0,214
33503,South Africa,West Indies,Cape Town,110,36,7,7.857142857142857,43.0,165
31864,South Africa,New Zealand,Barbados,70,54,8,6.363636363636363,22.0,170
40093,West Indies,Bangladesh,Mirpur,141,17,6,8.21359223300971,44.0,197
35968,Sri Lanka,India,Colombo,135,19,4,8.01980198019802,22.0,152
71,Afghanistan,Bangladesh,Dhaka,119,23,6,7.360824742268041,46.0,164
18657,New Zealand,England,London,58,80,9,8.7,38.0,201
12098,England,West Indies,Barbados,33,79,7,4.829268292682927,20.0,152
23121,Pakistan,Australia,Birmingham,65,71,8,7.959183673469388,42.0,162
33510,South Africa,West Indies,Cape Town,119,29,7,7.846153846153846,40.0,165
39351,West Indies,Australia,Colombo,147,21,7,8.909090909090908,57.0,205
19260,New Zealand,England,Wellington,168,14,7,9.50943396226415,49.0,196
27177,Pakistan,New Zealand,Pallekele,165,6,5,8.68421052631579,40.0,177
11860,England,South Africa,Nottingham,93,24,2,5.8125,31.0,111
18167,New Zealand,Bangladesh,Pallekele,69,64,9,7.392857142857143,45.0,191
22879,New Zealand,West Indies,Mount Maunganui,137,47,9,11.26027397260274,61.0,243
16548,India,Sri Lanka,Pune,80,29,2,5.274725274725275,24.0,101
10306,England,Pakistan,Abu Dhabi,77,39,6,5.703703703703703,23.0,129
26322,Pakistan,New Zealand,Auckland,132,25,6,8.336842105263157,53.0,171
29257,South Africa,Australia,Brisbane,139,9,5,7.513513513513513,48.0,157
31457,South Africa,India,Mirpur,44,88,8,8.25,39.0,172
30677,South Africa,England,Centurion,62,88,10,11.625,58.0,222
20255,New Zealand,Pakistan,Chandigarh,158,13,6,8.85981308411215,48.0,180
22931,New Zealand,West Indies,Mount Maunganui,170,22,8,10.408163265306122,63.0,238
7646,Bangladesh,West Indies,Dhaka,119,45,7,9.52,45.0,211
21031,New Zealand,South Africa,Durban,50,87,10,9.090909090909092,50.0,151
10993,England,Pakistan,Manchester,93,55,8,8.584615384615384,59.0,131
29365,South Africa,Australia,Cape Town,74,44,7,5.842105263157895,29.0,146
8858,England,Australia,Melbourne,94,36,4,6.714285714285714,27.0,130
24323,Pakistan,Bangladesh,Karachi,105,53,7,9.402985074626866,41.0,203
32546,South Africa,Pakistan,Johannesburg,73,55,9,6.7384615384615385,30.0,188
34087,Sri Lanka,Australia,Cape Town,86,18,2,5.0588235294117645,25.0,101
7382,Bangladesh,Sri Lanka,Colombo,143,7,4,7.592920353982301,40.0,155
9290,England,India,Birmingham,121,21,6,7.333333333333333,36.0,180
7178,Bangladesh,Sri Lanka,Chittagong,86,26,3,5.48936170212766,23.0,120
21485,New Zealand,Sri Lanka,Auckland,29,92,6,6.214285714285714,29.0,179
24008,Pakistan,Australia,Mirpur,157,20,6,9.42,50.0,191
8079,Bangladesh,West Indies,St Kitts,116,1,1,5.848739495798319,30.0,118
40130,West Indies,Bangladesh,Mirpur,167,5,6,8.71304347826087,53.0,171
2317,Australia,India,Mumbai,131,17,6,7.631067961165049,35.0,166
7640,Bangladesh,West Indies,Dhaka,111,51,8,9.652173913043478,46.0,211
16859,India,West Indies,London,87,32,6,5.931818181818182,33.0,153
18054,New Zealand,Bangladesh,Mount Maunganui,98,40,7,7.35,51.0,194
3086,Australia,New Zealand,Sydney,131,13,5,7.345794392523365,43.0,150
26405,Pakistan,New Zealand,Auckland,167,6,3,8.789473684210526,63.0,171
26244,Pakistan,New Zealand,Auckland,118,44,8,9.31578947368421,35.0,201
2210,Australia,India,Melbourne,114,19,5,6.772277227722772,27.0,131
12721,India,Afghanistan,Colombo,133,9,6,7.1891891891891895,36.0,159
18418,New Zealand,England,Delhi,109,37,7,7.879518072289157,31.0,153
21717,New Zealand,Sri Lanka,Colombo,127,27,7,8.193548387096774,43.0,170
26724,Pakistan,New Zealand,Dubai,118,27,9,7.612903225806452,44.0,166
23857,Pakistan,Australia,Harare,69,37,4,4.987951807228916,24.0,116
29909,South Africa,Australia,Johannesburg,151,19,5,8.970297029702971,44.0,204
16603,India,Sri Lanka,St Lucia,37,89,9,7.161290322580645,33.0,163
27684,Pakistan,South Africa,Centurion,112,35,5,7.905882352941177,31.0,168
40009,West Indies,Bangladesh,Mirpur,98,44,7,7.736842105263157,44.0,197
23480,Pakistan,Australia,Dubai,44,64,5,4.714285714285714,21.0,96
32037,South Africa,New Zealand,Johannesburg,82,66,10,9.11111111111111,48.0,133
22213,New Zealand,Sri Lanka,Pallekele,28,65,5,3.0545454545454547,16.0,74
21997,New Zealand,Sri Lanka,Lauderhill,72,28,2,4.695652173913044,17.0,81
38115,Sri Lanka,South Africa,Chittagong,54,81,8,8.307692307692308,35.0,165
19742,New Zealand,India,Johannesburg,93,42,5,7.153846153846154,28.0,190
21082,New Zealand,South Africa,Durban,68,71,10,8.326530612244898,47.0,153
424,Afghanistan,West Indies,Lucknow,66,64,7,7.071428571428571,24.0,147
6287,Bangladesh,India,Mirpur,75,49,6,6.338028169014085,41.0,138
893,Australia,Bangladesh,Barbados,69,40,4,5.175,21.0,141
4392,Australia,South Africa,Johannesburg,128,40,6,9.6,39.0,196
21240,New Zealand,South Africa,Durban,132,19,4,7.841584158415841,42.0,153
16283,India,Sri Lanka,Mirpur,89,37,8,6.433734939759036,39.0,130
32860,South Africa,Sri Lanka,Centurion,132,26,8,8.425531914893616,38.0,180
20026,New Zealand,Pakistan,Barbados,74,49,6,6.253521126760563,28.0,133
20024,New Zealand,Pakistan,Barbados,72,51,6,6.260869565217392,28.0,133
25322,Pakistan,England,Dubai,79,45,5,6.32,17.0,144
15038,India,New Zealand,Wellington,60,70,7,7.2,31.0,149
27614,Pakistan,South Africa,Centurion,82,68,9,9.461538461538462,53.0,195
39261,West Indies,Australia,Colombo,89,65,8,9.709090909090907,60.0,191
34647,Sri Lanka,Bangladesh,Chittagong,127,25,4,8.021052631578947,32.0,168
24181,Pakistan,Australia,St Lucia,110,39,8,8.148148148148149,33.0,191
23950,Pakistan,Australia,Mirpur,49,75,8,6.533333333333333,35.0,191
32563,South Africa,Pakistan,Johannesburg,94,46,7,7.621621621621622,24.0,153
27840,Pakistan,South Africa,Dubai,81,16,3,4.673076923076923,27.0,98
30449,South Africa,England,Cape Town,56,68,7,6.461538461538462,25.0,154
10270,England,Pakistan,Abu Dhabi,50,75,8,6.666666666666667,27.0,129
17617,New Zealand,Australia,Sydney,58,50,6,4.971428571428572,25.0,117
28629,Pakistan,West Indies,Karachi,54,84,9,9.0,47.0,205
36779,Sri Lanka,Pakistan,Abu Dhabi,65,59,9,6.39344262295082,31.0,124
26653,Pakistan,New Zealand,Dubai,90,49,8,7.605633802816901,37.0,153
5871,Bangladesh,Australia,Cape Town,98,28,7,6.391304347826087,34.0,123
13769,India,Bangladesh,Nottingham,60,75,9,8.0,43.0,180
10425,England,Pakistan,Bristol,114,17,4,6.640776699029126,31.0,144
